CO_NCM;CO_UNID;CO_SH6;CO_PPE;CO_PPI;CO_FAT_AGREG;CO_CUCI_ITEM;CO_CGCE_N3;CO_SIIT;CO_ISIC_CLASSE;CO_EXP_SUBSET;NO_NCM_POR;NO_NCM_ESP;NO_NCM_ING
22021000;17;220210;3768;3990;03;11102;324;4000;1104;8099;aguas, incluindo as aguas minerais e as aguas gaseificadas, adicionadas de acucar ou de outros edulcorantes ou aromatizadas;Agua inc.el agua min/gasead.c/adic.de azucar o arom.etc;Waters, incuding mineral/aerated, ad.sugar, flavoured, etc
22029000;17;220290;3768;3990;03;11102;324;4000;1104;8099;Outras bebidas nao alcoolicas, exceto sucos (sumos) de frutas ou de produtos horticolas, da posicao 20.09.;Las dem.bebidas no alcoholicas, exc.jugos de frutas, hort;Nonalcoholic beverages (excl.water, fruit/veget.juice)
22030000;17;220300;3108;3990;03;1123;324;4000;1103;8099;Cervejas de malte;Cervezas de malta;Beer made from malt
22041010;17;220410;3873;3873;03;11215;324;4000;1102;8099;Vinhos espumantes e vinhos espumosos, tipo champanha (champagne);Vinos de uvas frescas, tipo cava (champaña);Wine of fresh grapes, champagne type
22041090;17;220410;3873;3873;03;11215;324;4000;1102;8099;Outros vinhos de uvas frescas, espumantes e espumosos;Los demas vinos de uvas frescas, cavas y vinos espumosos;Other wine of fresh grapes and sparkling
22042100;17;220421;3873;3873;03;11217;324;4000;1102;8099;Outros vinhos, mostos de uvas, fermentados, impedidos alcool, em recipientes de capacidade nao superior a 2 litros;Los dem.vin.most.uv.en q.fer.se ha imp.añ.al.rec.c.<=2l;Other wine, grape must, fermen.alcohol containers<=2l
22042900;17;220429;3873;3873;03;11217;324;4000;1102;8099;Outros vinhos, mostos de uvas, fermentacao impedida por adicao de alcool;Los dem.vinos, most.de uvas, en q.ferm.se ha imp.añad.alc;Other wine, grape must, fermented to added alcohol
22042911;17;220429;3873;3873;03;11217;324;4000;1102;8099;Vinhos em recipientes de capacidade nao superior a 5 litros;Vinos en envases de capacidad no superior a 5 litros;Wines in containers with capacity not over 5 liters
22042919;17;220429;3873;3873;03;11217;324;4000;1102;8099;Vinhos em recipientes de capacidade superior a 5 litros;Vinos en envases de capacidad mas de 5 litros;Wines in containers with capacity over 5 liter
22042920;17;220429;3873;3873;03;11217;324;4000;1102;8099;Mostos;Mostos de uvas;Grape must
22043000;17;220430;3873;3873;03;11211;220;4000;1102;8099;Outros mostos de uvas;Los demas mostos de uvas;Other grape must
22051000;17;220510;3990;3990;03;11213;324;4000;1102;8099;Vermutes, outros vinhos de uvas frescas, aromatizados, em recipientes de capacidade nao superior a 2 litros;Vermut, dem.vinos de uvas frescas, aromat.en recip.<=2l;Vermouth, other wine of fresh grapes flavoured cont.<=2l
22059000;17;220590;3990;3990;03;11213;324;4000;1102;8099;Outros vermutes e vinhos de uvas frescas, aromatizados;Los dem.vermutes y vinos de uvas frescas,  aromatizados;Oth.vermouth and other wine of fresh grapes, flavoured
22060010;17;220600;3990;3990;03;1122;324;4000;1102;8099;Sidra;Sidra;Cider
22060090;17;220600;3990;3990;03;1122;324;4000;1102;8099;Outras bebidas fermentadas e misturas de bebidas fermentadas e misturas de bebidas fermentadas com bebidas nao alcoolicas, nao especificadas nem compreendidas noutras posicoes;Demas bebidas fermentadas y mezclas de bebidas ferm.;Oth.ferm.beverages and mixtures of ferm.beverages
22071000;17;220710;3026;3026;03;51215;421;3000;2011;0103;alcool etilico nao desnaturado, com volume de teor alcoolico >= 80%;Alcohol etilico s/desnaturalizar c/grado alcohol.>=80%;Undenatured ethyl alcohol of an alcoholic cont.>=80%vol
22071010;17;220710;3026;3026;03;51215;240;3000;2011;0103;alcool etilico nao desnaturado, com um teor alcoolico, em volume, igual ou superior a 80 % vol, com um teor de agua igual ou inferior a 1 % vol;Alcohol etilico sin desnaturalizar, a<= 1% del volumen;Ethyl alcohol, not undenatured, water content<=1%
22071090;17;220710;3026;3026;03;51215;240;3000;2011;0103;Outro alcool etilico nao desnaturado;Outro alcohol etilico, sin desnaturalizar;Other ethyl alcohol, not undenatured
22072010;17;220720;3026;3026;03;51216;240;3000;2011;0103;alcool etilico desnaturado com qualquer teor alcoolico;Alcohol etilico desnaturalizado de cualquier graduacion;Ethyl alcohol, denatured, of any strength
22072011;17;220720;3026;3026;03;51216;240;3000;2011;0103;alcool etilico com um teor de agua igual ou inferior a 1 % vol;Alcohol etilico con contenido de agua <= 1% del volumen;Ethyl alcohol with water content <= 1% volume
22072019;17;220720;3026;3026;03;51216;240;3000;2011;0103;Outro alcool etilico desnaturado;Otro alcohol etilico, desnaturalizado;Other ethyl alcohol, undenatured
22072020;17;220720;3990;3990;03;51216;240;3000;2011;8099;Aguardente desnaturado com qualquer teor alcoolico;Aguardiente desnaturalizado de cualquier graduacion;Spirits, denatured, of any strength
22082000;17;220820;3990;3990;03;11242;324;4000;1101;8099;Aguardentes de vinho ou de bagaco de uvas;Aguardiente de vino o de orujo de uvas;Spirits obtained by distilling grape wine or grape marc
22083010;17;220830;3990;3835;03;11241;324;4000;1101;8099;Uisques, com um teor alcoolico, em volume, superior a 50 % vol, em recipientes de capacidade superior ou igual a 50 litros;Whisky c/grado alcoholico volum.>50%, en rec.c/cap>=50l;Whiskies, alcoholic content>50%vol, in container cap>=50l
22083020;17;220830;3990;3835;03;11241;324;4000;1101;8099;Uisques, em embalagens de capacidade inferior ou igual a 2 litros;Whisky, en recipientes con capacidad <= 2 l;Whiskies, capacity container <= 2 l
22083090;17;220830;3990;3835;03;11241;324;4000;1101;8099;Outros uisques;Los demas whiskies;Other whiskies
22084000;17;220840;3368;3990;03;11244;324;4000;1101;8099;Rum e outras aguardentes provenientes da destilacao, apos fermentacao, de produtos da canadeacucar;Ron y aguardiente de caña;Rum and tafia
22085000;17;220850;3990;3990;03;11245;324;4000;1101;8099;Gim (gin) e genebra;Gin y ginebra;Gin and geneva
22086000;17;220860;3990;3990;03;11249;324;4000;1101;8099;Vodca;Vodka;Vodka
22087000;17;220870;3990;3990;03;11249;324;4000;1101;8099;Licores;Licores;Liqueurs
22089000;17;220890;3990;3990;03;11249;324;4000;1101;8099;Outras bebidas alcoolicas;Las demas bebidas alcoholicas;Other alcohol drinks
22090000;17;220900;3990;3990;03;09844;324;4000;1079;8099;Vinagres e seus sucedaneos obtidos a partir do acido acetico, para usos alimentares;Vinagre y sucedaneos obt.a partir del ac.acet.p/uso al.;Vinegar and subst.forvineg.obt.acetic acid, forhuman cons.
23011010;10;230110;3203;3990;03;08141;240;4000;1010;8099;Farinhas, pos e pellets, de carnes; torresmos, improprios para alimentacao humana;Harinas, polvos ypellets de carne, impropios p/alim.hum;Flours, meals and pellets, of meat, unfit forhuman consump.
23011090;10;230110;3203;3990;03;08141;240;4000;1010;8099;Farinhas, pos e pellets, de miudezas; torresmos, improprios para alimentacao humana;Harinas de despojos, impropios p/alim.hum.y chicharrones;Flours, meat offal/greaves, unfit forhuman consumption
23012010;10;230120;3203;3990;03;08142;240;4000;1020;8099;Farinhas, pos e pellets, de peixes, improprios para alimentacao humana;Harina, polvo, pellets de pescado, improp.p/alim.hum.;Flours, meals and pellets, of fish, unfit forhuman consup.
23012090;10;230120;3203;3990;03;08142;240;4000;1020;8099;Farinhas, pos e pellets, de crustaceos, de moluscos ou de outros invertebrados aquaticos, improprios para alimentacao humana;Harinas, polvos, pellets de crustaceos, impr.p/alim.hum.;Flours/meals/pellets, of crustaceans, unfit forhum.consup.
12092300;10;120923;1400;1990;01;29252;230;9000;0119;8099;Sementes de festuca, para semeadura;Semillas de festucas, para siembra;Fescue seeds, for sowing
12092400;10;120924;1400;1990;01;29252;230;9000;0119;8099;Sementes de pasto dos prados do Kentucky, para semeadura;Semillas de pasto azul de kentucky, para siembra;Kentucky blue grass (poa pratensis l.)seeds, for sowing
12092500;10;120925;1400;1990;01;29252;230;9000;0119;8099;Sementes de azevem, para semeadura;Semillas de ballico, para siembra;Rye grass(lolium mult.lam., lolium per.l.)seeds, forsowing
12092600;10;120926;1400;1990;01;29252;230;9000;0119;8099;Sementes de fleolo dos prados, para semeadura;Semillas de fleo de los prados, para siembra;Timothy grass seeds, for sowing
12092900;10;120929;1400;1990;01;29252;230;9000;0119;8099;Outras sementes forrageiras, para semeadura;Las demas semillas forrajeras, para siembra;Forage plants seeds, for sowing
12093000;10;120930;1990;1990;01;29253;230;9000;0119;8099;Sementes de plantas herbaceas, cultivadas para flores, para semeadura;Semillas de plant.herbac.util.princ.sus flores, p/siembr;Seed of herbaceous plants cult.princ.for flowers, forsowing
12099100;10;120991;1990;1287;01;29254;230;9000;0113;8099;Sementes de produtos horticolas, para semeadura;Semillas de hortalizas, para siembras;Seeds of horticultural products, for sowing
12099900;10;120999;1990;1990;01;29259;230;9000;0125;8099;Outras sementes, frutos e esporos, para semeadura;Las demas semillas, frutos y esporas, para siembra;Other seeds, fruit and spores, for sowing
12101000;10;121010;1990;1990;01;05484;210;9000;0128;8099;Cones de lupulo, frescos, secos, nao triturados, nao moidos, etc;Conos de lupulo, frescos, secos, s/triturar ni moler, etc;Hop cones, fresh, dried, n/ground, n/powdered, etc.
12102010;10;121020;1990;1990;01;05484;210;9000;0128;8099;Cones de lupulo, triturados ou moidos, ou em pellets;Conos de lupulo, triturados o molidos, o en pellets;Hop cones, ground, powdered or in the form of pellets
12102020;10;121020;1990;1990;01;05484;210;9000;0128;8099;Lupulina;Lupulino;Lupulin
12111000;10;121110;1990;1990;01;29249;230;9000;0128;8099;Raizes de alcacuz, frescas, secas, inclusive cortadas, trituradas, em po;Raices de regaliz, frescas, secas, inc.cortad.tritur.polvo;Liquorice roots, fresh, dried, incl.cut, ground, powder
12112000;10;121120;1990;1990;01;29242;230;9000;0128;8099;Raizes de ginseng, frescas, secas, inclusive cortadas, trituradas, em po;Raices de ginseng, frescas, secas, inc.cort.tritur.polvo;Ginseng roots, fresh, dried, incl.cut, ground, powder
12113000;10;121130;1990;1990;01;29249;230;9000;0128;8099;Coca (folha de), para utilizacao em perfumaria, medicina, etc.;Hojas de coca, util.princ.en perfumeria, medicina, etc;Coca (leafs of), used in perfumery, medicine, etc.
12114000;10;121140;1990;1990;01;29249;230;9000;0128;8099;Palha de dormideira ou papoula, para utilizacao em perfumaria, medicina, etc.;Paja de adormidera, util.princ.perfumeria, medicina, etc;Poppy straw, used in perfumery, medicine, etc.
12119010;10;121190;1990;1990;01;29249;230;9000;0128;8099;Oregano (Origanum vulgare) fresco ou seco, para perfumaria, medicina, etc.;Oregano fresco o seco,  para perfumeria,  medicina,  etc.;Oregano, fresh or dried forperfumery, medicine, etc.
12119020;10;121190;1990;1990;01;29249;230;9000;0128;8099;Coca (folhas) fresca ou seca, para perfumaria, medicina, etc.;Hojas de coca, fresca/seca, util.princ.en perf.medic.etc;Coca ( leafs of), fresh/dried, forperfumery, medicine, etc.
12119030;10;121190;1990;1990;01;29249;230;9000;0128;8099;Palha de papoula, fresca/seca, para perfumaria, medicina, etc.;Paja de adorm.fresca/seca, util.princ.en perf.medic.etc;Straw of poppy, fresh/dried, forperfumery, medicine, etc.
13023220;10;130232;2260;2260;02;29296;240;4000;1079;8099;Produtos mucilaginosos e espessantes, de sementes de guare;Mucilagos y espesativos, de semilas de guar;Mucilages products, thickeners, of guar seeds
13023910;10;130239;2260;2260;02;29296;240;4000;1079;8099;Carragenina (musgodairlanda);Mucilagos y espesativos, de carragenina;Mucilages products, thickeners, of carrageenan
13023990;10;130239;2260;2260;02;29296;240;4000;1079;8099;Produtos mucilaginosos e espessantes, derivados de outros vegetais;Mucilagos y  espesativos,  derivados de demas vegetales;Mucilages prod.thickeners, derived from oth.vegetable
14011000;10;140110;1990;1990;01;29231;230;9000;0129;8099;Bambus para cestaria ou espartaria;Bambu para cesteria o esparteria;Bamboos used primarily for plaiting
14012000;10;140120;1990;1990;01;29232;230;9000;0129;8099;Rotins para cestaria ou espartaria;Roten para cesteria o esparteria;Rattans used primarily for plaiting
14019000;10;140190;1990;1990;01;29239;230;9000;0129;8099;Outras materias vegetais para cestaria ou espartaria;Las demas materias vegetales para cesteria o esparteria;Other materials vegetables for plaiting
14020000;10;140200;1990;1990;01;29299;230;9000;1079;8099;Materias vegetais, utilizadas em cestaria/espartaria;Materias vegetales, utilizadas p/cesteria o esparteria;Other materials vegetables, used for plaiting
14021000;10;140210;1990;1990;01;29299;230;9000;1079;8099;Sumauma (kapoc) para enchimento ou estofamento;Kapoc utilizadas para relleno o en capas;Kapok for stuffing or padding
14029000;10;140290;1990;1990;01;29299;230;9000;1079;8099;Outras materias vegetais, para enchimento ou estofamento;Las dem.materias vegetales, util.p/relleno o en capas;Other vegetable materials, for stuffing or padding
14030000;10;140300;1990;1990;01;29299;230;9000;1079;8099;Materias vegetais, para fabricacao de vassouras e escovas;Materias vegetales, utilizadas para fabricaccion de escobas/cepillos;Vegetable materials for production of brooms/brushes
14031000;10;140310;1990;1990;01;29299;230;9000;1079;8099;Sorgo para vassouras;Sorgo para escobas;Broomcorn for brooms
14039000;10;140390;1990;1990;01;29299;230;9000;1079;8099;Outras materias vegetais para fabricacao de vassouras ou escovas;Las dem.materias veget.util.p/fabr.de escobas/cepillos;Oth.vegetable materials forproduction of brooms/brushes
14041000;10;140410;1990;1990;01;29299;230;9000;1079;8099;Materiasprimas vegetais para tinturaria ou curtimenta;Materias primas vegetales utilizadas p/teñir o curtir;Raw vegetable materials primarily for dyeing or tanning
14042010;10;140420;1990;1990;01;2632;230;4000;1040;8099;Linteres de algodao, em bruto;Linteres de algodon, en bruto;Cotton linters, in brute
14042090;10;140420;1990;1990;01;2632;230;4000;1040;8099;Outros linteres de algodao;Los demas linteres de algodon;Other cotton linters
14049000;10;140490;1990;1990;01;29299;230;9000;1079;8099;Outros produtos de origem vegetal, para entrancar;Otros productos de origen vegetal,  para trenzar;Other products of vegetable origin, for twisting
14049010;10;140490;1990;1990;01;29299;230;9000;1079;8099;Materias vegetais das especies principalmente utilizadas na fabricacao de vassouras, escovas, pinceis e artigos semelhantes (por exemplo, sorgo, piacaba, raiz de grama, tampico), mesmo torcidas ou em feixes;Materias vegetales, utilizadas para fabricaccion de escobas/cepillos;Vegetable materials for production of brooms/brushes
14049090;10;140490;1990;1990;01;29299;230;9000;1079;8099;Outros produtos de origem vegetal, para entrancar;Otros productos de origen vegetal, para trenzar;Other products of vegetable origin, for twisting
15010000;10;150100;2990;2990;02;4112;220;4000;1010;8099;Gorduras de porco (incluindo a banha) e gordura de aves;Grasa de cerdo (incluso la manteca de cerdo), y grasa de ave;Pig fat (including lard) and poultry fat
15011000;10;150110;2990;2990;02;4112;220;4000;1010;8099;Banha de porco;Manteca de cerdo;Lard
15012000;10;150120;2990;2990;02;4112;220;4000;1010;8099;Outras gorduras de porco;Otras grasas de carne de cerdo;Other fats, pork
15019000;10;150190;2990;2990;02;4112;220;4000;1010;8099;Gordura de aves;Grasa de aves;Birds fat
15020011;10;150200;1990;1990;01;41132;240;4000;1040;8099;Sebo bovino, em bruto;Sebo bovino, en bruto;Fat of bovine, raw
15020012;10;150200;1990;1701;01;41132;240;4000;1040;8099;Sebo bovino, fundido;Sebo bovino, fundido;Fat of bovine, rendered
15020019;10;150200;1990;1990;01;41132;240;4000;1040;8099;Outros sebos bovinos;Los demas sebos bovinos;Other fat of bovine
15020090;10;150200;1990;1990;01;41132;240;4000;1040;8099;Outras gorduras bovinas, ovinas ou caprinas;Las demas grasas bovinas, ovinas o caprinas;Other fat bovine, sheep or goats
15021011;10;150210;1990;1990;01;41132;240;4000;1040;8099;Sebo bovino, em bruto;Sebo de vaca, cruda;Beef tallow, crude
15021012;10;150210;1990;1701;01;41132;240;4000;1040;8099;Sebo bovino fundido (incluindo o premier jus);Sebo derretido de bovino;Melted tallow
15021019;10;150210;1990;1990;01;41132;240;4000;1040;8099;Outros sebos bovinos;Otros sebo de vacuno;Other beef tallow
15021090;10;150210;1990;1990;01;41132;240;4000;1040;8099;Outras gorduras bovinas;Otras grasas de la especie bovina;Other bovine fats
15029000;10;150290;1990;1990;01;41132;240;4000;1040;8099;Gorduras ovinas ou caprinas;Grasa ovina o caprina;Fats of sheep or goats
15030000;10;150300;2990;2990;02;41133;240;4000;1040;8099;Estearina solar, oleo de banha de porco, oleoestearina, oleomargarina e oleo de sebo, nao emulsionados nem misturados, nem preparados de outro modo;Estearina solar, aceite de manteca de cerdo, etc, s/prep.;Lard stearin, lard oil, etc.unprepared
